symbol,category
Enpp6,Signaling
Ensa,Signaling
Entpd1,metabolism and transport
Entpd2,Signaling
Entpd3,Signaling
Entpd4,Signaling
Entpd5,Signaling
Entpd6,Signaling
Ep400,Epigenetic
Epb4.1l2,miscellaneous and unknown
Epb4.1l3,Cytoskeleton
Epb4.1l4a,Signaling
Epb4.9,Cytoskeleton
Epc2,Epigenetic
Epcam,Transcription
Epha1,receptors and binding proteins
Epha2,receptors and binding proteins
Epha3,receptors and binding proteins
Epha4,receptors and binding proteins
Epha6,Signaling
Epha8,receptors and binding proteins
Ephb1,receptors and binding proteins
Ephb2,receptors and binding proteins
Ephb6,receptors and binding proteins
Ephx1,metabolism and transport
Epm2a,Development
Epn2,Transport
Epn3,Cytoskeleton
Eprs,Metabolism
Eps8,Signaling
Eps8l1,Receptor
Epsti1,Development
Epx,Metabolism
Erap1,Proteolysis
Erbb3,Transcription
Erbb4,Signaling
Erc2,Cytoskeleton
Ercc1,Epigenetic
Ercc4,Epigenetic
Ercc5,Epigenetic
Erg,Transcription
Ergic3,Golgi
Eri2,metabolism and transport
Erich1,miscellaneous and unknown
Erich3,Unknown
Erlec1,Cytoskeleton
Erlin1,metabolism and transport
Ermn,Cytoskeleton
Ermp1,Proteolysis
Ern1,Signaling
Ero1l,metabolism and transport
Ero1lb,metabolism and transport
Errfi1,Signaling
Esam,Cytoskeleton
Esco1,Cytoskeleton
Esco2-ps2,Unknown
Esm1,Cytoskeleton
Esr1,receptors and binding proteins
Esr2,receptors and binding proteins
Esrra,receptors and binding proteins
Esrrg,Receptor;Transcription
Esyt1,metabolism and transport
Etf1,translation and protein modification
Etfdh,Electron Transport
ETH_00034195,Signaling
Etl4,Unknown
Etnk2,metabolism and transport
Ets1,Transcription
Ets2,Transcription
Etv1,Transcription
Etv3l,Transcription
Etv4,Transcription
Etv5,Transcription
Etv6,Transcription
Eva1c,Unknown
Evc,Development
Evc2,Development
Evi2a,Cytoskeleton
Exd1,miscellaneous and unknown
Exoc3l,metabolism and transport
Exoc5,metabolism and transport
Exoc6,Transport
Exoc6b,Transport
Exoc8,metabolism and transport
Exosc3,metabolism and transport
Exosc4,metabolism and transport
Exosc5,metabolism and transport
Exosc6,metabolism and transport
Exph5,Signaling
Expi,metabolism and transport
Extl2,metabolism and transport
Extl3,metabolism and transport
Eya2,Development
Eya3,Signaling
Eya4,Transcription
Ezh2,Transcription
Ezr,Cytoskeleton
F11r,Extracellular Matrix
F13a1,Immune
F2rl1,receptors and binding proteins
F3,Immune
F5,Immune
F8a1,Immune
Fa2h,metabolism and transport
Faah,metabolism and transport
Faap24,Unknown
Fabp2,receptors and binding proteins
Fabp7,receptors and binding proteins
Fabp9,receptors and binding proteins
Fads1,metabolism and transport
Faf1,Apoptosis
Faf2,Proteolysis
Fah,metabolism and transport
Faim2,Apoptosis
Fam100a,miscellaneous and unknown
Fam102b,miscellaneous and unknown
Fam105a,miscellaneous and unknown
Fam108a1,miscellaneous and unknown
Fam108c1,miscellaneous and unknown
Fam110c,miscellaneous and unknown
Fam111a,miscellaneous and unknown
Fam114a1,miscellaneous and unknown
Fam115c,miscellaneous and unknown
Fam116b,miscellaneous and unknown
Fam118b,miscellaneous and unknown
Fam120a,miscellaneous and unknown
Fam122a,miscellaneous and unknown
Fam126a,miscellaneous and unknown
Fam126b,miscellaneous and unknown
Fam129a,miscellaneous and unknown
Fam129b,miscellaneous and unknown
Fam132a,miscellaneous and unknown
Fam133b,miscellaneous and unknown
Fam134b,Transcription
Fam135a,miscellaneous and unknown
Fam13a,Unknown
Fam13a1,miscellaneous and unknown
Fam154a,Unknown
Fam155b,miscellaneous and unknown
Fam160b1,miscellaneous and unknown
Fam163b,miscellaneous and unknown
Fam164a,miscellaneous and unknown
Fam164c,miscellaneous and unknown
Fam169a,miscellaneous and unknown
Fam171b,EST
Fam172a,Unknown
Fam175b,miscellaneous and unknown
Fam176b,miscellaneous and unknown
Fam178b,miscellaneous and unknown
Fam181b,miscellaneous and unknown
Fam184a,Unknown
Fam189a1,Unknown
Fam189a2,Development
Fam189b,miscellaneous and unknown
Fam198b,miscellaneous and unknown
Fam19a2,Growth Factors & Cytokines
Fam20a,Unknown
Fam20b,miscellaneous and unknown
Fam21c,Unknown
fam222a,miscellaneous and unknown
Fam38a,miscellaneous and unknown
Fam3c,miscellaneous and unknown
Fam3d,Unknown
Fam40a,miscellaneous and unknown
Fam43a,miscellaneous and unknown
Fam45a,miscellaneous and unknown
Fam46a,miscellaneous and unknown
Fam48a,miscellaneous and unknown
Fam49a,miscellaneous and unknown
Fam50a,miscellaneous and unknown
Fam55c,miscellaneous and unknown
Fam57b,miscellaneous and unknown
Fam63b,miscellaneous and unknown
Fam69c,miscellaneous and unknown
Fam70a,miscellaneous and unknown
Fam75a4,miscellaneous and unknown
Fam82a,miscellaneous and unknown
Fam82b,miscellaneous and unknown
Fam83b,Unknown
Fam84b,Transcription
Fam91a1,miscellaneous and unknown
Fam96a,miscellaneous and unknown
Fam96b,miscellaneous and unknown
Fance,Development
Fancl,Development
Fap,Protease
Far1,Development
Far2,metabolism and transport
Farp1,Signaling
Farp2,Signaling
FARSA,metabolism and transport
Farsb,metabolism and transport
Fasn,Metabolism
Fastk,Apoptosis
Fastkd1,miscellaneous and unknown
Fastkd2,Signaling
Fastkd5,Signaling
Fat3,Transcription
Fat4,Transcription
FAXDC2,metabolism and transport
Fblim1,Cytoskeleton
Fbln1,Cytoskeleton
Fbln2,Cytoskeleton
Fbn1,Development
Fbn2,Extracellular Matrix
Fbp2,metabolism and transport
Fbrs,Cytoskeleton
Fbxl12,Transcription
Fbxl17,Proteolysis
Fbxl2,Proteolysis
Fbxl20,Transcription
Fbxl6,Transcription
Fbxl7,Transcription
Fbxo15,Transcription
Fbxo23,Transcription
Fbxo27,Proteolysis
Fbxo28,Transcription
Fbxo30,Transcription
Fbxo32,Transcription
Fbxo36,Transcription
Fbxo38,EST
Fbxo44,Unknown
Fbxo6,Proteolysis
Fcer1g,Immune
Fcer2,Immune
Fcgr1a,Immune
Fcgr2b,Immune
Fcgr3a,Immune
Fcho2,Cell Cycle
Fchsd2,Cell Cycle
Fcrl5,Immune
Fcrls,receptors and binding proteins
fdps,metabolism and transport
Fdx1,Electron Transport
Fem1c,Unknown
Fer,Signaling
Fer1l6,Transport
Fermt1,Signaling
Fetub,metabolism and transport
Fez2,Development
Ffar3,receptors and binding proteins
Fgd4,Signaling
Fgd6,Signaling
Fgf1,Growth Factors & Cytokines
Fgf12,Growth Factors & Cytokines
Fgf13,Growth Factors & Cytokines
Fgf16,Growth Factors & Cytokines
Fgf2,Growth Factors & Cytokines
Fgf22,Growth Factors & Cytokines
Fgf9,Growth Factors & Cytokines
Fgfbp1,receptors and binding proteins
Fgfr2,receptors and binding proteins
Fgfr3,receptors and binding proteins
Fgg,Cytoskeleton
Fggy,Signaling
Fgl2,Cytoskeleton
Fhdc1,Development
Fhl2,Transcription
Fhl3,Development
Fibcd1,Cytoskeleton
Ficd,Signaling
Fig4,Signaling
Figf,Growth Factors & Cytokines
Figla,Transcription
Fign,Development
Fignl2,Development
Filip1,Unknown
Fis1,Development
Fkbp10,Signaling
Fkbp14,Signaling
Fkbp15,Signaling
Fkbp3,Signaling
Fkbp5,Signaling
Fkbp9,Signaling
Fkrp,Development
Flcn,Development
Fli1,Transcription
Flna,Cytoskeleton
Flrt1,Cytoskeleton
Flrt2,Cytoskeleton
Flt1,receptors and binding proteins
Fmnl1,Cytoskeleton
Fmo1,metabolism and transport
Fn1,Cytoskeleton
Fn3krp,metabolism and transport
Fnbp4,receptors and binding proteins
Fndc3b,Cytoskeleton
Fndc3c1,Cytoskeleton
Fnta,metabolism and transport
Fntb,metabolism and transport
Folh1,metabolism and transport
Folr1,receptors and binding proteins
Fos,Transcription
Fosb,Transcription
Fosl1,Transcription
Foxg1,Transcription
Foxl2,Epigenetic
Foxo3,Transcription
Foxp1,Transcription
Foxp2,Transcription
Foxp4,Transcription
Fpgt,Signaling
Fras1,Development
Frem2,Cytoskeleton
Freq,Signaling
Frk,Cell Cycle
Frmd3,Signaling
Frmd4b,Signaling
Frmd5,Signaling
Frmd6,Signaling
Frmd8,Signaling
Frmpd1,Signaling
Frmpd4,Signaling
Frrs1,metabolism and transport
Fry,Development
Frzb,receptors and binding proteins
Fshr,receptors and binding proteins
Fst,Growth Factors & Cytokines
Fstl4,Hormone
Fstl5,Hormone
Fth1,metabolism and transport
Ftsjd1,Epigenetic
Ftsjd2,translation and protein modification
Fubp3,receptors and binding proteins
Fuca1,metabolism and transport
Fuca2,metabolism and transport
Furin,Transcription
Fusip1,translation and protein modification
Fut7,Metabolism
Fut8,metabolism and transport
Fut9,metabolism and transport
Fv1,Immune
Fxc1,Cytoskeleton
Fxr1,Development
Fxr2,Development
Fxyd5,Signaling
Fxyd6,metabolism and transport
Fyb,Miscellaneous
Fyn,Transcription
Fzd1,receptors and binding proteins
Fzd2,receptors and binding proteins
Fzd4,receptors and binding proteins
Fzd5,receptors and binding proteins
Fzd6,receptors and binding proteins
Fzd8,receptors and binding proteins
Fzd9,Signaling
G2e3,Cell Cycle
G3bp1,Signaling
G3bp2,Signaling
G6pc3,metabolism and transport
G6pd,metabolism and transport
Gab1,Growth Factors & Cytokines
Gab2,Receptor
Gabbr1,receptors and binding proteins
Gabbr2,Receptor
Gabra3,receptors and binding proteins
Gabra5,receptors and binding proteins
Gabrb1,Receptor
Gabrg1,receptors and binding proteins
Gabrg3,receptors and binding proteins
Gadd45a,Epigenetic
Gadd45b,DNA Repair
Gadd45g,Epigenetic
Gadd45gip1,Epigenetic
Gak,Cell Cycle
Gal3st2,Golgi
Gal3st3,Golgi
Gal3st4,Golgi
Galk1,metabolism and transport
Galm,metabolism and transport
Galnt1,Golgi
Galnt18,Unknown
Galntl6,Metabolism
Galt,metabolism and transport
Ganab,metabolism and transport
Gapdh,metabolism and transport
Garnl1,Signaling
Gas2,Growth Factors & Cytokines
Gas2l1,Cell Cycle
gas2l2,Cell Cycle
Gas6,Signaling
Gas7,Transcription
Gas8,Cell Cycle
Gata3,Transcription
Gata4,Transcription
Gatad2a,Transcription
Gatb,Metabolism
Gatc,translation and protein modification
Gatm,Metabolism
Gatsl3,miscellaneous and unknown
Gba2,metabolism and transport
Gbf1,Golgi
Gbp2,Signaling
Gbp5,Signaling
Gca,receptors and binding proteins
Gcdh,metabolism and transport
Gcg,Hormone
Gch1,Signaling
Gchfr,Signaling
Gcn1l1,metabolism and transport
Gcnt1,Golgi
Gcnt2,Golgi
Gcom1,Development
Gcs1,metabolism and transport
Gcsam,Unknown
Gdap1l1,Development
Gdf1,Growth Factors & Cytokines
Gdf10,Growth Factors & Cytokines
Gdpd1,metabolism and transport
Gem,Signaling
Gemin6,translation and protein modification
Gemin8,translation and protein modification
Gfer,Growth Factors & Cytokines
Gfod2,Metabolism
Gfpt1,metabolism and transport
Gfpt2,metabolism and transport
Gfra1,receptors and binding proteins
Ggh,metabolism and transport
Ggta1,Cytoskeleton
Ghitm,Growth Factors & Cytokines
Ghr,Receptor
Gin1,Development
Gins2,Transcription
Gins3,DNA Repair
Giot1,Development
Gipc1,Cytoskeleton
Gipr,metabolism and transport
Git2,Signaling
Gja1,metabolism and transport
Gjb2,Cytoskeleton
Gjb6,Cytoskeleton
Glb1,metabolism and transport
Glb1l,metabolism and transport
Glb1l2,metabolism and transport
Glb1l3,Golgi
Gldc,metabolism and transport
Gle1,translation and protein modification
Gli1,Transcription
Gli3,Transcription
Glipr1l1,Development
Glmn,Signaling
Glo1,metabolism and transport
GLOTRDRAFT_130935,miscellaneous and unknown
Glra2,receptors and binding proteins
Glrb,receptors and binding proteins
Glrx3,Electron Transport
Gls2,metabolism and transport
Glt8d4,Golgi
Gltp,metabolism and transport
Glud1,metabolism and transport
Gm31501,miscellaneous and unknown
Gm32856,miscellaneous and unknown
Gm52,Cytoskeleton
Gm5461,miscellaneous and unknown
Gm7993,metabolism and transport
Gmds,Metabolism
Gmeb1,Transcription
Gmfg,Development
Gmppa,Signaling
Gmppb,Signaling
Gna12,Signaling
Gna13,Signaling
Gna14,Signaling
Gna15,Signaling
Gnai1,Signaling
Gnai3,Signaling
Gnal,Signaling
Gnao1,Signaling
Gnas,Signaling
Gnat2,Signaling
Gnb2,Signaling
gnb2l1,Signaling
Gnb2l1,Signaling
Gnb4,Signaling
Gng11,Signaling
Gng12,Signaling
Gng13,Signaling
Gng3,Signaling
Gng5,Signaling
Gng8,Signaling
Gnl3,Signaling
Gnl3l,Signaling
Gnpda2,Golgi
Gnpnat1,metabolism and transport
Gnrhr,receptors and binding proteins
Golga3,Golgi
Golga5,Golgi
Golgb1,Golgi
Golim4,Golgi
Golph3,Golgi
Golt1a,Golgi
Gorasp1,Golgi
Gorasp2,Golgi
Gpam,metabolism and transport
Gpat2,metabolism and transport
Gpatch4,miscellaneous and unknown
Gpc3,Cytoskeleton
Gpc6,Extracellular Matrix
Gpcr12,Signaling
Gpd2,metabolism and transport
Gper,Signaling
Gphb5,Hormone
Gphn,receptors and binding proteins
Gpld1,metabolism and transport
Gpm6a,Cytoskeleton
Gpm6b,Cytoskeleton
Gpn2,metabolism and transport
Gpnmb,Cytoskeleton
Gpr101,Signaling
Gpr107,Signaling
Gpr116,Signaling
Gpr12,Receptor
Gpr126,Signaling
Gpr137b,Signaling
Gpr146,Signaling
Gpr155,Receptor
Gpr156,Receptor
Gpr157,Receptor
Gpr158,Receptor
Gpr160,Signaling
Gpr165,Signaling
Gpr174,Receptor
Gpr179,receptors and binding proteins
Gpr183,Signaling
Gpr19,Signaling
Gpr21,Signaling
Gpr22,Signaling
Gpr34,Receptor
Gpr61,Signaling
Gpr63,Signaling
Gpr68,Signaling
Gpr83,Signaling
Gpr88,Signaling
Gpr89,Signaling
Gprasp1,Signaling
Gprc5c,Signaling
Gpsm2,Signaling
Gpt2,metabolism and transport
Gpx1,Electron Transport
Gpx3,Electron Transport
Gpx4,Metabolism
Gpx7,Electron Transport
Gpx8,Electron Transport
Gramd1a,miscellaneous and unknown
Gramd3,miscellaneous and unknown
Grb14,Receptor
Gria1,Receptor
Gria3,Signaling
Gria4,Signaling
Grid2,Signaling
Grik1,Receptor;Transport
Grik2,Signaling
Grik3,Signaling
Grik4,Signaling
Grik5,Receptor
Grin2c,Signaling
Grin3b,Transport
Grina,receptors and binding proteins
Grk4,Signaling
Grk5,Signaling
Grlf1,Signaling
Grm1,receptors and binding proteins
Grm2,receptors and binding proteins
Grm3,Receptor
Grm4,Receptor
Grm8,receptors and binding proteins
Grp,metabolism and transport
Grpel1,translation and protein modification
Grpr,receptors and binding proteins
Grtp1,Signaling
Gsap,Receptor
Gsdmd,Apoptosis
Gse1,Transcription
Gsk3a,metabolism and transport
Gsn,Cytoskeleton
Gsta2,metabolism and transport
Gsta3,metabolism and transport
Gsta4,metabolism and transport
Gstm1,metabolism and transport
Gstm2,metabolism and transport
Gstm5,metabolism and transport
Gstm6,metabolism and transport
Gstm7,metabolism and transport
Gsto1,metabolism and transport
Gsto2,metabolism and transport
Gstp1,metabolism and transport
Gstt1,metabolism and transport
Gtdc1,Metabolism
Gtf2a1,Transcription
Gtf2a1l,Transcription
Gtf2a2,Transcription
Gtf2h4,Transcription
Gtf2ird1,Transcription
Gtf3c2,Transcription
Gtf3c3,Transcription
Gtf3c4,Transcription
Gtl3,Development
Gtpbp1,Signaling
Gtpbp2,Signaling
Gtpbp6,Signaling
Gtsf1,Development
Gucy1a2,Signaling
Gucy1a3,Signaling
Gucy2c,Metabolism
Gucy2f,translation and protein modification
Guf1,metabolism and transport
Guk1,metabolism and transport
Gulp1,Development
Gusb,metabolism and transport
Gyg1,metabolism and transport
Gykl1,metabolism and transport
Gyltl1b,metabolism and transport
Gypc,metabolism and transport
Gys2,Metabolism
Gzf1,Transcription
Gzma,Proteolysis
Gzmc,Proteolysis
H19,EST
H1f0,Epigenetic
H1foo,Epigenetic
H2afz,Epigenetic
H3f3b,Epigenetic
Habp4,Miscellaneous
Hace1,translation and protein modification
Hadh,metabolism and transport
Hadhb,metabolism and transport
Hagh,metabolism and transport
Hal,Metabolism
Hand2,Transcription
Hao1,metabolism and transport
Hap1,Transcription
Hapln2,Cytoskeleton
Harbi1l,Development
Hars,translation and protein modification
Hba-a2,metabolism and transport
Hbb,metabolism and transport
Hbb-b1,metabolism and transport
Hbe1,Binding Protein
Hbegf,Growth Factors & Cytokines
Hbq1,metabolism and transport
Hbs1l,Development
Hbxip,receptors and binding proteins
Hcfc1,Cell Cycle
Hck,metabolism and transport
Hcn1,Signaling
Hcn2,metabolism and transport
Hcrtr2,receptors and binding proteins
Hdac1,Epigenetic
Hdac8,Epigenetic
Hdc,metabolism and transport
Hdgfl1,Growth Factors & Cytokines
Hdlbp,metabolism and transport
Heatr1,receptors and binding proteins
Heatr5b,receptors and binding proteins
Hebp1,metabolism and transport
Hectd2,EST
Hecw1,Protease
Hecw2,Proteolysis
Hel308,Epigenetic
Hells,Epigenetic
HELRODRAFT_172351,miscellaneous and unknown
Heph,metabolism and transport
Herc2,metabolism and transport
Herc6,translation and protein modification
Herpud1,Proteolysis
Hes1,Transcription
Hes5,Transcription
Hes6,Transcription
Hexa,metabolism and transport
Hexb,Golgi
Hexdc,metabolism and transport
Hexim1,Transcription
Hey2,Transcription
Hfm1,Epigenetic
Hgd,Metabolism
Hhat,metabolism and transport
Hhatl,metabolism and transport
Hhip,receptors and binding proteins
Hhipl1,receptors and binding proteins
Hiatl1,miscellaneous and unknown
Hif1a,Transcription
Hif3a,Transcription
Higd1a,Transcription
Higd2a,Apoptosis
Hint1,Transcription
Hint2,Transcription
Hip1r,Cytoskeleton
Hipk1,Signaling
Hipk2,Signaling
HIPK2,Signaling
Hipk3,Signaling
Hist1h1a,Epigenetic
Hist1h1b,Epigenetic
Hist1h2ail,Epigenetic
Hist1h2ak,Epigenetic
Hist1h2bb,Epigenetic
Hist1h2bc,Epigenetic
Hist1h2bf,Epigenetic
Hist1h2bl,Epigenetic
Hist1h2bn,Epigenetic
Hist1h4b,Epigenetic
Hist2h2ab,Epigenetic
Hist2h2bb,Epigenetic
Hist2h2be,Epigenetic
Hist2h3c2,Epigenetic
Hist2h4,Epigenetic
Hist3h2ba,Epigenetic
Hist3h2bb,Epigenetic
Hivep2,Transcription
Hk2,metabolism and transport
Hla-dmb,Immune
Hlcs,metabolism and transport
Hlf,Transcription
Hmbs,metabolism and transport
Hmcn1,Immune
Hmg20b,Cell Cycle
Hmga1,Transcription
Hmga2,Transcription
Hmgb2,Epigenetic
Hmgb3,Cell Cycle
Hmgcl,metabolism and transport
Hmgcr,metabolism and transport
Hmgcs2,metabolism and transport
Hmgn3,Epigenetic
Hmox1,metabolism and transport
Hmox2,metabolism and transport
Hnf4g,Transcription
Hnmt,Epigenetic
Hnrnpa2b1,translation and protein modification
Hnrnpa3,translation and protein modification
Hnrnph3,translation and protein modification
Hnrph1,translation and protein modification
Hnrpm,translation and protein modification
Hoga1,Metabolism
Homer3,Signaling
Homez,Development
Hook2,Cytoskeleton
Hormad1,Development
Hormad2,Transcription
Hoxb13,Transcription
Hoxb3,Transcription
Hoxc10,Transcription
Hoxc5,Development
Hoxc9,Transcription
Hoxd10,Transcription
HOXD10,Transcription
Hoxd12,Transcription
Hoxd9,Development
Hp,metabolism and transport
HPCA,Signaling
Hpcal1,Signaling
Hpcal4,Signaling
Hpdl,metabolism and transport
Hpgd,metabolism and transport
Hpgds,metabolism and transport
Hpn,Proteolysis
Hps1,Development
Hps3,Development
Hps5,Development
Hps6,Development
Hpse,metabolism and transport
Hpx,metabolism and transport
Hras,Transcription
Hrasls,Transcription
Hrh1,Receptor
Hrh2,Receptor
Hrk,Apoptosis
Hrsp12,Signaling
Hs2st1,Golgi
Hs3st1,Golgi
Hs3st2,Golgi
Hs6st1,Golgi
Hs6st2,Golgi
Hscb,Electron Transport
Hsd11b1,metabolism and transport
Hsd17b10,metabolism and transport
Hsd17b11,metabolism and transport
Hsd17b12,metabolism and transport
Hsd17b2,Metabolism
Hsd17b6,metabolism and transport
Hsd3b1,metabolism and transport
Hsd3b6,metabolism and transport
Hsd3b7,metabolism and transport
Hsdl1,metabolism and transport
Hsdl2,metabolism and transport
Hsf2,Signaling
Hsn2,EST
Hsp90aa1,Signaling
Hspa12a,Protein Binding
Hspa12b,Signaling
Hspa13,Signaling
Hspa4,Signaling
Hspa4l,Signaling
hspa5,Signaling
Hspa5,Signaling
Hspa9,Signaling
Hspb1,Signaling
Hspb11,Signaling
Hspb8,Signaling
Hspb9,Signaling
Hspd1,Signaling
Htatip2,Development
Htatsf1,Transcription
Htr1b,Receptor
Htr2a,receptors and binding proteins
Htr2b,receptors and binding proteins
Htr2c,Receptor
Htr3a,receptors and binding proteins
Htr5b,receptors and binding proteins
Htra1,Proteolysis
Htt,Development
Hydin,Unknown
Hyou1,Signaling
Hypk,Development
Iah1,metabolism and transport
Iars,translation and protein modification
Ibsp,Signaling
Ica1,Immune
Ica1l,Immune
Icmt,Epigenetic
Icos,Immune
Icoslg,Immune
Id1,Transcription
Id2,Epigenetic
Id3,Transcription
Id4,Epigenetic
Idh1,metabolism and transport
Idi1,metabolism and transport
Ido1,Signaling
Idua,metabolism and transport
Ier2,Transcription
Ier5,Transcription
Ifi27,Signaling
Ifi30,receptors and binding proteins
Ifi44,Immune
Ifi44l,Immune
Ifi47,Immune
Ifit1,Immune
Ifit2,Immune
Ifitm1,Immune
Ifitm2,Immune
Ifitm3,Immune
Ifitm6,Immune
Ifna4,Immune
Ifngr1,receptors and binding proteins
Ifnk,Growth Factors & Cytokines
Ift122,miscellaneous and unknown
Ift57,miscellaneous and unknown
Ift74,miscellaneous and unknown
Igdcc3,Immune
Igf1,Growth Factors & Cytokines
Igf1r,Growth Factors & Cytokines
Igf2,Growth Factors & Cytokines
Igf2r,Growth Factors & Cytokines
Igfbp1,receptors and binding proteins
Igfbp2,receptors and binding proteins
Igfbp3,receptors and binding proteins
Igfbp4,receptors and binding proteins
Igfbp5,receptors and binding proteins
Igfbp6,receptors and binding proteins
IgG-2a,Immune
Igh-6,Immune
Igha,Immune
Ighg,Immune
Ighmbp2,Immune
Igsf1,Immune
Igsf10,Immune
Igsf21,Immune
Igsf3,Immune
Igsf8,Immune
Ihh,Development
Ik,Growth Factors & Cytokines
IK,Growth Factors & Cytokines
Ikbkg,Signaling
Ikzf5,Transcription
Il10rb,receptors and binding proteins
Il12rb2,Receptor
Il13ra1,receptors and binding proteins
Il13ra2,receptors and binding proteins
Il15,Growth Factors & Cytokines
Il15ra,Immune
Il16,Growth Factors & Cytokines
Il17ra,receptors and binding proteins
Il17rb,receptors and binding proteins
Il17rd,receptors and binding proteins
Il18,Growth Factors & Cytokines
Il18bp,receptors and binding proteins
Il1b,Growth Factors & Cytokines
Il1r1,receptors and binding proteins
Il1rap,receptors and binding proteins
Il1rapl1,receptors and binding proteins
Il34,Growth Factors & Cytokines
Il4ra,receptors and binding proteins
Il6ra,receptors and binding proteins
Il6st,receptors and binding proteins
Il7r,receptors and binding proteins
Imp3,translation and protein modification
Impa2,Signaling
Impdh1,metabolism and transport
Impdh2,metabolism and transport
Inadl,Cytoskeleton
Ing3,Transcription
Ing5,Growth Factors & Cytokines
Inha,Growth Factors & Cytokines
Inhba,Development
Inmt,metabolism and transport
Ino80,Transcription
Ino80b,Transcription
Ino80d,Transcription
Ino80e,Transcription
inpp4b,metabolism and transport
Inpp4b,Signaling
Inpp5a,Signaling
Inpp5j,Signaling
Inppl1,metabolism and transport
Insig1,Signaling
Insig2,Miscellaneous
Insl6,Growth Factors & Cytokines
Insrr,Receptor
Ints2,translation and protein modification
Ints3,miscellaneous and unknown
Ints4,Signaling
Ints5,miscellaneous and unknown
Ints6,translation and protein modification
Ip6k2,Signaling
Ipcef1,Cytoskeleton
Ipmk,Signaling
Ipo4,Transcription
Ipo7,Epigenetic
Ippk,Signaling
Iqcd,Unknown
Iqgap1,Signaling
Iqsec3,Signaling
Irak4,Signaling
Ireb2,receptors and binding proteins
Irf1,Immune
Irf3,Immune
Irf7,Immune
Irf8,Immune
Irx2,Development
Irx3,Transcription
Irx5,Development
IscW_ISCW018041,metabolism and transport
IscW_ISCW018476,Cytoskeleton
IscW_ISCW023076,translation and protein modification
IscW_ISCW023383,Development
Isg15,Signaling
Isg20,Transcription
Isoc1,metabolism and transport
Isyna1,metabolism and transport
Itch,Proteolysis
Itfg2,Signaling
Itfg3,Signaling
Itga1,Signaling
Itga2,Signaling
Itga5,Signaling
Itga6,Signaling
Itga7,Signaling
Itga9,Extracellular Matrix
Itgb1bp1,receptors and binding proteins
Itgb1bp2,receptors and binding proteins
Itgb3bp,receptors and binding proteins
Itgb4,Signaling
Itgb6,Signaling
Itgb8,Signaling
Itgbl1,Signaling
Itih4,Proteolysis
Itm2a,Cytoskeleton
Itpkb,Signaling
Itpr1,Signaling
itpr1b,Signaling
Itpr3,Signaling
Itsn2,EST
Ivd,metabolism and transport
Ivns1abp,receptors and binding proteins
Jag1,Growth Factors & Cytokines
Jag2,Growth Factors & Cytokines
Jak2,Signaling
Jak3,Signaling
Jam3,Cytoskeleton
Jarid2,Epigenetic
Jmjd1c,Epigenetic
Jmjd5,Epigenetic
Jmjd8,Epigenetic
Josd2,Protease
Jph3,Cell Junction
Junb,Transcription
Jund,Transcription
Jup,Cytoskeleton
Ka11,Cytoskeleton
Kalrn,Signaling
kank1,Transcription
Kank1,Transcription
Kank3,Transcription
Kat2a,metabolism and transport
Kat6b,Epigenetic
Kat8,Epigenetic
Kazald1,Epigenetic
Kb23,Cytoskeleton
Kbtbd11,Transcription
Kbtbd3,Transcription
Kbtbd8,Transcription
Kcna2,metabolism and transport
Kcna3,metabolism and transport
Kcna5,metabolism and transport
Kcna6,metabolism and transport
Kcnb2,metabolism and transport
Kcnc1,metabolism and transport
Kcnc2,metabolism and transport
Kcnc3,metabolism and transport
Kcnd2,metabolism and transport
Kcnf1,metabolism and transport
Kcng3,metabolism and transport
Kcng4,Transport
Kcnh1,Transport
Kcnh5,metabolism and transport
Kcnh7,metabolism and transport
Kcnip4,metabolism and transport
Kcnj10,metabolism and transport
Kcnj16,metabolism and transport
Kcnj2,metabolism and transport
Kcnj6,metabolism and transport
Kcnj8,metabolism and transport
Kcnj9,metabolism and transport
Kcnk1,Transport
Kcnk13,metabolism and transport
Kcnk18,metabolism and transport
Kcnk5,Transport
Kcnma1,metabolism and transport
Kcnmb1,metabolism and transport
Kcnn2,metabolism and transport
Kcnn3,metabolism and transport
Kcnq2,metabolism and transport
Kcnt2,Transport
Kcnv1,metabolism and transport
Kctd1,metabolism and transport
Kctd12,metabolism and transport
Kctd14,metabolism and transport
Kctd18,metabolism and transport
Kctd19,metabolism and transport
Kctd21,metabolism and transport
Kctd3,Transport
Kctd4,metabolism and transport
Kctd6,Transport
Kctd9,metabolism and transport
Kdelc2,miscellaneous and unknown
Kdelr2,receptors and binding proteins
Kdelr3,receptors and binding proteins
Kdf1,Development
Kdm1,metabolism and transport
Kdm3a,Epigenetic
Kdm4a,Epigenetic
Kdm4c,Epigenetic
Kdm5d,Epigenetic
Khdrbs2,Translation
Kif11,Cytoskeleton
Kif15,Cytoskeleton
Kif16b,Cytoskeleton
Kif1a,Cytoskeleton
KIF1A,Cytoskeleton
Kif1b,Cytoskeleton
kif1bp,receptors and binding proteins
Kif26b,Cytoskeleton
Kif27,Cytoskeleton
Kif5b,Cytoskeleton
Kifc3,Cytoskeleton
Kirrel,metabolism and transport
Kitlg,Growth Factors & Cytokines
Kl,Development
Klf10,Transcription
Klf12,Transcription
Klf13,Transcription
Klf17,Transcription
Klf4,Transcription
Klf5,Transcription
Klf7,Transcription
Klf9,Transcription
Klhdc3,Transcription
